1.535.128.731;[sample number];[timestamp per row];[timestamp from unix to excel friendly with timezone offset];[second];[binomial];[label];;FECHA Y HORA INICIAL;;
4;;;;;;;;11:38:51;;
6.405.917;3545;1535129617,25;11:53:37,25;886,25;0;nonseizure;;;;
6.589.070;3546;1535129617,50;11:53:37,50;886,5;0;nonseizure;;;;
6.918.233;3547;1535129617,75;11:53:37,75;886,75;0;nonseizure;;;;
7.086.017;3548;1535129618,00;11:53:38,00;887;0;nonseizure;;;;
7.549.116;3549;1535129618,25;11:53:38,25;887,25;0;nonseizure;;;;
7.753.692;3550;1535129618,50;11:53:38,50;887,5;0;nonseizure;;;;
7.712.707;3551;1535129618,75;11:53:38,75;887,75;0;nonseizure;;;;
7.597.435;3552;1535129619,00;11:53:39,00;888;0;nonseizure;;;;
7.447.583;3553;1535129619,25;11:53:39,25;888,25;0;nonseizure;;;;
7.304.134;3554;1535129619,50;11:53:39,50;888,5;0;nonseizure;;;;
7.165.809;3555;1535129619,75;11:53:39,75;888,75;0;nonseizure;;;;
7.058.223;3556;1535129620,00;11:53:40,00;889;0;nonseizure;;;;
6.966.006;3557;1535129620,25;11:53:40,25;889,25;0;nonseizure;;;;
6.900.685;3558;1535129620,50;11:53:40,50;889,5;0;nonseizure;;;;
6.849.804;3559;1535129620,75;11:53:40,75;889,75;0;nonseizure;;;;
6.806.257;3560;1535129621,00;11:53:41,00;890;0;nonseizure;;;;
6.762.710;3561;1535129621,25;11:53:41,25;890,25;0;nonseizure;;;;
6.731.971;3562;1535129621,50;11:53:41,50;890,5;0;nonseizure;;;;
6.714.040;3563;1535129621,75;11:53:41,75;890,75;0;nonseizure;;;;
6.723.005;3564;1535129622,00;11:53:42,00;891;0;nonseizure;;;;
6.735.813;3565;1535129622,25;11:53:42,25;891,25;0;nonseizure;;;;
6.751.183;3566;1535129622,50;11:53:42,50;891,5;0;nonseizure;;;;
6.749.902;3567;1535129622,75;11:53:42,75;891,75;0;nonseizure;;;;
6.740.937;3568;1535129623,00;11:53:43,00;892;0;nonseizure;;;;
6.701.232;3569;1535129623,25;11:53:43,25;892,25;0;nonseizure;;;;
6.673.055;3570;1535129623,50;11:53:43,50;892,5;0;nonseizure;;;;
6.642.315;3571;1535129623,75;11:53:43,75;892,75;0;nonseizure;;;;
6.605.173;3572;1535129624,00;11:53:44,00;893;0;nonseizure;;;;
6.588.522;3573;1535129624,25;11:53:44,25;893,25;0;nonseizure;;;;
6.578.276;3574;1535129624,50;11:53:44,50;893,5;0;nonseizure;;;;
6.556.503;3575;1535129624,75;11:53:44,75;893,75;0;nonseizure;;;;
6.529.606;3576;1535129625,00;11:53:45,00;894;0;nonseizure;;;;
6.520.640;3577;1535129625,25;11:53:45,25;894,25;0;nonseizure;;;;
6.507.833;3578;1535129625,50;11:53:45,50;894,5;0;nonseizure;;;;
6.493.744;3579;1535129625,75;11:53:45,75;894,75;0;nonseizure;;;;
6.479.655;3580;1535129626,00;11:53:46,00;895;0;nonseizure;;;;
6.459.162;3581;1535129626,25;11:53:46,25;895,25;0;nonseizure;;;;
6.446.354;3582;1535129626,50;11:53:46,50;895,5;0;nonseizure;;;;
6.439.950;3583;1535129626,75;11:53:46,75;895,75;0;nonseizure;;;;
6.422.567;3584;1535129627,00;11:53:47,00;896;0;nonseizure;;;;
6.414.882;3585;1535129627,25;11:53:47,25;896,25;0;nonseizure;;;;
6.399.513;3586;1535129627,50;11:53:47,50;896,5;0;nonseizure;;;;
6.389.266;3587;1535129627,75;11:53:47,75;896,75;0;nonseizure;;;;
6.368.773;3588;1535129628,00;11:53:48,00;897;0;nonseizure;;;;
6.359.808;3589;1535129628,25;11:53:48,25;897,25;0;nonseizure;;;;
6.354.685;3590;1535129628,50;11:53:48,50;897,5;0;nonseizure;;;;
6.391.828;3591;1535129628,75;11:53:48,75;897,75;0;nonseizure;;;;
6.594.193;3592;1535129629,00;11:53:49,00;898;0;nonseizure;;;;
6.918.233;3593;1535129629,25;11:53:49,25;898,25;0;nonseizure;;;;
7.086.017;3594;1535129629,50;11:53:49,50;898,5;0;nonseizure;;;;
7.535.027;3595;1535129629,75;11:53:49,75;898,75;0;nonseizure;;;;
7.713.988;3596;1535129630,00;11:53:50,00;899;0;nonseizure;;;;
7.675.564;3597;1535129630,25;11:53:50,25;899,25;0;nonseizure;;;;
7.569.258;3598;1535129630,50;11:53:50,50;899,5;0;nonseizure;;;;
7.429.652;3599;1535129630,75;11:53:50,75;899,75;0;nonseizure;;;;
7.304.134;3600;1535129631,00;11:53:51,00;900;0;nonseizure;;;;
7.164.528;3601;1535129631,25;11:53:51,25;900,25;0;nonseizure;;;;
7.078.715;3602;1535129631,50;11:53:51,50;900,5;0;nonseizure;;;;
6.989.060;3603;1535129631,75;11:53:51,75;900,75;0;nonseizure;;;;
6.921.178;3604;1535129632,00;11:53:52,00;901;0;nonseizure;;;;
6.857.489;3605;1535129632,25;11:53:52,25;901,25;0;nonseizure;;;;
6.819.065;3606;1535129632,50;11:53:52,50;901,5;0;nonseizure;;;;
6.775.518;3607;1535129632,75;11:53:52,75;901,75;0;nonseizure;;;;
6.746.060;3608;1535129633,00;11:53:53,00;902;0;nonseizure;;;;
6.716.601;3609;1535129633,25;11:53:53,25;902,25;0;nonseizure;;;;
6.688.424;3610;1535129633,50;11:53:53,50;902,5;0;nonseizure;;;;
6.683.301;3611;1535129633,75;11:53:53,75;902,75;0;nonseizure;;;;
6.688.424;3612;1535129634,00;11:53:54,00;903;0;nonseizure;;;;
6.676.897;3613;1535129634,25;11:53:54,25;903,25;0;nonseizure;;;;
6.671.774;3614;1535129634,50;11:53:54,50;903,5;0;nonseizure;;;;
6.669.212;3615;1535129634,75;11:53:54,75;903,75;0;nonseizure;;;;
6.650.001;3616;1535129635,00;11:53:55,00;904;0;nonseizure;;;;
6.625.665;3617;1535129635,25;11:53:55,25;904,25;0;nonseizure;;;;
6.696.109;3618;1535129635,50;11:53:55,50;904,5;0;nonseizure;;;;
6.870.296;3619;1535129635,75;11:53:55,75;904,75;0;nonseizure;;;;
7.066.257;3620;1535129636,00;11:53:56,00;905;0;nonseizure;;;;
7.205.864;3621;1535129636,25;11:53:56,25;905,25;0;nonseizure;;;;
7.272.465;3622;1535129636,50;11:53:56,50;905,5;0;nonseizure;;;;
7.282.711;3623;1535129636,75;11:53:56,75;905,75;0;nonseizure;;;;
7.280.149;3624;1535129637,00;11:53:57,00;906;0;nonseizure;;;;
7.253.253;3625;1535129637,25;11:53:57,25;906,25;0;nonseizure;;;;
7.203.302;3626;1535129637,50;11:53:57,50;906,5;0;nonseizure;;;;
7.145.667;3627;1535129637,75;11:53:57,75;906,75;0;nonseizure;;;;
7.081.627;3628;1535129638,00;11:53:58,00;907;0;nonseizure;;;;
7.027.834;3629;1535129638,25;11:53:58,25;907,25;0;nonseizure;;;;
6.968.917;3630;1535129638,50;11:53:58,50;907,5;0;nonseizure;;;;
6.948.425;3631;1535129638,75;11:53:58,75;907,75;0;nonseizure;;;;
7.086.750;3632;1535129639,00;11:53:59,00;908;0;nonseizure;;;;
7.312.170;3633;1535129639,25;11:53:59,25;908,25;0;nonseizure;;;;
7.476.110;3634;1535129639,50;11:53:59,50;908,5;0;nonseizure;;;;
7.598.716;3635;1535129639,75;11:53:59,75;908,75;0;nonseizure;;;;
7.583.347;3636;1535129640,00;11:54:00,00;909;0;nonseizure;;;;
7.502.657;3637;1535129640,25;11:54:00,25;909,25;0;nonseizure;;;;
7.387.386;3638;1535129640,50;11:54:00,50;909,5;0;nonseizure;;;;
7.277.238;3639;1535129640,75;11:54:00,75;909,75;0;nonseizure;;;;
7.177.336;3640;1535129641,00;11:54:01,00;910;0;nonseizure;;;;
7.141.474;3641;1535129641,25;11:54:01,25;910,25;0;nonseizure;;;;
7.287.484;3642;1535129641,50;11:54:01,50;910,5;0;nonseizure;;;;
7.560.293;3643;1535129641,75;11:54:01,75;910,75;0;nonseizure;;;;
7.769.062;3644;1535129642,00;11:54:02,00;911;0;nonseizure;;;;
7.829.259;3645;1535129642,25;11:54:02,25;911,25;0;nonseizure;;;;
7.802.362;3646;1535129642,50;11:54:02,50;911,5;0;nonseizure;;;;
7.698.618;3647;1535129642,75;11:54:02,75;911,75;0;nonseizure;;;;
7.602.559;3648;1535129643,00;11:54:03,00;912;0;nonseizure;;;;
7.501.376;3649;1535129643,25;11:54:03,25;912,25;0;nonseizure;;;;
7.410.440;3650;1535129643,50;11:54:03,50;912,5;0;nonseizure;;;;
7.334.874;3651;1535129643,75;11:54:03,75;912,75;0;nonseizure;;;;
7.311.819;3652;1535129644,00;11:54:04,00;913;0;nonseizure;;;;
7.352.805;3653;1535129644,25;11:54:04,25;913,25;0;nonseizure;;;;
7.437.337;3654;1535129644,50;11:54:04,50;913,5;0;nonseizure;;;;
7.565.416;3655;1535129644,75;11:54:04,75;913,75;0;nonseizure;;;;
7.625.613;3656;1535129645,00;11:54:05,00;914;0;nonseizure;;;;
7.616.648;3657;1535129645,25;11:54:05,25;914,25;0;nonseizure;;;;
7.547.485;3658;1535129645,50;11:54:05,50;914,5;0;nonseizure;;;;
7.438.618;3659;1535129645,75;11:54:05,75;914,75;0;nonseizure;;;;
7.333.593;3660;1535129646,00;11:54:06,00;915;0;nonseizure;;;;
7.242.657;3661;1535129646,25;11:54:06,25;915,25;0;nonseizure;;;;
7.140.193;3662;1535129646,50;11:54:06,50;915,5;0;nonseizure;;;;
7.059.504;3663;1535129646,75;11:54:06,75;915,75;0;nonseizure;;;;
6.999.306;3664;1535129647,00;11:54:07,00;916;0;nonseizure;;;;
6.937.828;3665;1535129647,25;11:54:07,25;916,25;0;nonseizure;;;;
6.907.439;3666;1535129647,50;11:54:07,50;916,5;0;nonseizure;;;;
6.924.089;3667;1535129647,75;11:54:07,75;916,75;0;nonseizure;;;;
6.993.252;3668;1535129648,00;11:54:08,00;917;0;nonseizure;;;;
7.045.765;3669;1535129648,25;11:54:08,25;917,25;0;nonseizure;;;;
7.064.977;3670;1535129648,50;11:54:08,50;917,5;0;nonseizure;;;;
7.023.992;3671;1535129648,75;11:54:08,75;917,75;0;nonseizure;;;;
6.983.006;3672;1535129649,00;11:54:09,00;918;0;nonseizure;;;;
6.917.686;3673;1535129649,25;11:54:09,25;918,25;0;nonseizure;;;;
6.856.208;3674;1535129649,50;11:54:09,50;918,5;0;nonseizure;;;;
6.821.626;3675;1535129649,75;11:54:09,75;918,75;0;nonseizure;;;;
6.785.764;3676;1535129650,00;11:54:10,00;919;0;nonseizure;;;;
6.765.272;3677;1535129650,25;11:54:10,25;919,25;0;nonseizure;;;;
6.739.655;3678;1535129650,50;11:54:10,50;919,5;0;nonseizure;;;;
6.716.601;3679;1535129650,75;11:54:10,75;919,75;0;nonseizure;;;;
6.685.863;3680;1535129651,00;11:54:11,00;920;0;nonseizure;;;;
6.658.966;3681;1535129651,25;11:54:11,25;920,25;0;nonseizure;;;;
6.665.370;3682;1535129651,50;11:54:11,50;920,5;0;nonseizure;;;;
6.625.665;3683;1535129651,75;11:54:11,75;920,75;0;nonseizure;;;;
6.601.330;3684;1535129652,00;11:54:12,00;921;0;nonseizure;;;;
6.589.803;3685;1535129652,25;11:54:12,25;921,25;0;nonseizure;;;;
6.571.872;3686;1535129652,50;11:54:12,50;921,5;0;nonseizure;;;;
6.575.715;3687;1535129652,75;11:54:12,75;921,75;0;nonseizure;;;;
6.694.828;3688;1535129653,00;11:54:13,00;922;0;nonseizure;;;;
6.847.242;3689;1535129653,25;11:54:13,25;922,25;0;nonseizure;;;;
6.985.568;3690;1535129653,50;11:54:13,50;922,5;0;nonseizure;;;;
7.041.923;3691;1535129653,75;11:54:13,75;922,75;0;nonseizure;;;;
7.053.450;3692;1535129654,00;11:54:14,00;923;0;nonseizure;;;;
6.995.814;3693;1535129654,25;11:54:14,25;923,25;0;nonseizure;;;;
6.916.405;3694;1535129654,50;11:54:14,50;923,5;0;nonseizure;;;;
6.836.996;3695;1535129654,75;11:54:14,75;923,75;0;nonseizure;;;;
6.772.956;3696;1535129655,00;11:54:15,00;924;0;nonseizure;;;;
6.711.478;3697;1535129655,25;11:54:15,25;924,25;0;nonseizure;;;;
6.678.178;3698;1535129655,50;11:54:15,50;924,5;0;nonseizure;;;;
6.651.281;3699;1535129655,75;11:54:15,75;924,75;0;nonseizure;;;;
6.607.734;3700;1535129656,00;11:54:16,00;925;0;nonseizure;;;;
6.589.803;3701;1535129656,25;11:54:16,25;925,25;0;nonseizure;;;;
6.565.468;3702;1535129656,50;11:54:16,50;925,5;0;nonseizure;;;;
6.575.715;3703;1535129656,75;11:54:16,75;925,75;0;nonseizure;;;;
6.680.739;3704;1535129657,00;11:54:17,00;926;0;nonseizure;;;;
6.812.661;3705;1535129657,25;11:54:17,25;926,25;0;nonseizure;;;;
6.916.405;3706;1535129657,50;11:54:17,50;926,5;0;nonseizure;;;;
6.966.356;3707;1535129657,75;11:54:17,75;926,75;0;nonseizure;;;;
6.957.390;3708;1535129658,00;11:54:18,00;927;0;nonseizure;;;;
6.911.282;3709;1535129658,25;11:54:18,25;927,25;0;nonseizure;;;;
6.847.242;3710;1535129658,50;11:54:18,50;927,5;0;nonseizure;;;;
6.765.272;3711;1535129658,75;11:54:18,75;927,75;0;nonseizure;;;;
6.710.197;3712;1535129659,00;11:54:19,00;928;0;nonseizure;;;;
6.664.089;3713;1535129659,25;11:54:19,25;928,25;0;nonseizure;;;;
6.623.104;3714;1535129659,50;11:54:19,50;928,5;0;nonseizure;;;;
6.602.611;3715;1535129659,75;11:54:19,75;928,75;0;nonseizure;;;;
6.594.926;3716;1535129660,00;11:54:20,00;929;0;nonseizure;;;;
6.596.207;3717;1535129660,25;11:54:20,25;929,25;0;nonseizure;;;;
6.575.715;3718;1535129660,50;11:54:20,50;929,5;0;nonseizure;;;;
6.569.311;3719;1535129660,75;11:54:20,75;929,75;0;nonseizure;;;;
6.555.222;3720;1535129661,00;11:54:21,00;930;0;nonseizure;;;;
6.556.503;3721;1535129661,25;11:54:21,25;930,25;0;nonseizure;;;;
6.520.640;3722;1535129661,50;11:54:21,50;930,5;0;nonseizure;;;;
6.503.990;3723;1535129661,75;11:54:21,75;930,75;0;nonseizure;;;;
6.487.340;3724;1535129662,00;11:54:22,00;931;0;nonseizure;;;;
6.477.094;3725;1535129662,25;11:54:22,25;931,25;0;nonseizure;;;;
6.456.601;3726;1535129662,50;11:54:22,50;931,5;0;nonseizure;;;;
6.450.197;3727;1535129662,75;11:54:22,75;931,75;0;nonseizure;;;;
6.438.670;3728;1535129663,00;11:54:23,00;932;0;nonseizure;;;;
6.427.690;3729;1535129663,25;11:54:23,25;932,25;0;nonseizure;;;;
6.431.532;3730;1535129663,50;11:54:23,50;932,5;0;nonseizure;;;;
6.437.936;3731;1535129663,75;11:54:23,75;932,75;0;nonseizure;;;;
6.435.375;3732;1535129664,00;11:54:24,00;933;0;nonseizure;;;;
6.427.690;3733;1535129664,25;11:54:24,25;933,25;0;nonseizure;;;;
6.417.444;3734;1535129664,50;11:54:24,50;933,5;0;nonseizure;;;;
6.400.794;3735;1535129664,75;11:54:24,75;933,75;0;nonseizure;;;;
6.385.424;3736;1535129665,00;11:54:25,00;934;0;nonseizure;;;;
6.366.212;3737;1535129665,25;11:54:25,25;934,25;0;nonseizure;;;;
6.359.808;3738;1535129665,50;11:54:25,50;934,5;0;nonseizure;;;;
6.347.000;3739;1535129665,75;11:54:25,75;934,75;0;nonseizure;;;;
6.343.158;3740;1535129666,00;11:54:26,00;935;0;nonseizure;;;;
6.325.227;3741;1535129666,25;11:54:26,25;935,25;0;nonseizure;;;;
6.318.823;3742;1535129666,50;11:54:26,50;935,5;0;nonseizure;;;;
6.311.138;3743;1535129666,75;11:54:26,75;935,75;0;nonseizure;;;;
6.298.330;3744;1535129667,00;11:54:27,00;936;0;nonseizure;;;;
6.298.330;3745;1535129667,25;11:54:27,25;936,25;0;nonseizure;;;;
6.286.803;3746;1535129667,50;11:54:27,50;936,5;0;nonseizure;;;;
6.277.837;3747;1535129667,75;11:54:27,75;936,75;0;nonseizure;;;;
6.271.433;3748;1535129668,00;11:54:28,00;937;0;nonseizure;;;;
6.256.064;3749;1535129668,25;11:54:28,25;937,25;0;nonseizure;;;;
6.245.818;3750;1535129668,50;11:54:28,50;937,5;0;nonseizure;;;;
6.240.695;3751;1535129668,75;11:54:28,75;937,75;0;nonseizure;;;;
6.231.729;3752;1535129669,00;11:54:29,00;938;0;nonseizure;;;;
6.233.010;3753;1535129669,25;11:54:29,25;938,25;0;nonseizure;;;;
6.250.941;3754;1535129669,50;11:54:29,50;938,5;0;nonseizure;;;;
6.411.040;3755;1535129669,75;11:54:29,75;938,75;0;nonseizure;;;;
6.755.573;3756;1535129670,00;11:54:30,00;939;0;nonseizure;;;;
7.077.051;3757;1535129670,25;11:54:30,25;939,25;0;nonseizure;;;;
7.535.027;3758;1535129670,50;11:54:30,50;939,5;0;nonseizure;;;;
7.766.500;3759;1535129670,75;11:54:30,75;939,75;0;nonseizure;;;;
7.743.446;3760;1535129671,00;11:54:31,00;940;0;nonseizure;;;;
7.642.263;3761;1535129671,25;11:54:31,25;940,25;0;nonseizure;;;;
7.520.588;3762;1535129671,50;11:54:31,50;940,5;0;nonseizure;;;;
7.354.085;3763;1535129671,75;11:54:31,75;940,75;0;nonseizure;;;;
7.206.794;3764;1535129672,00;11:54:32,00;941;0;nonseizure;;;;
7.074.873;3765;1535129672,25;11:54:32,25;941,25;0;nonseizure;;;;
6.963.444;3766;1535129672,50;11:54:32,50;941,5;0;nonseizure;;;;
6.881.474;3767;1535129672,75;11:54:32,75;941,75;0;nonseizure;;;;
6.825.469;3768;1535129673,00;11:54:33,00;942;0;nonseizure;;;;
6.769.114;3769;1535129673,25;11:54:33,25;942,25;0;nonseizure;;;;
6.723.005;3770;1535129673,50;11:54:33,50;942,5;0;nonseizure;;;;
6.684.582;3771;1535129673,75;11:54:33,75;942,75;0;nonseizure;;;;
6.653.843;3772;1535129674,00;11:54:34,00;943;0;nonseizure;;;;
6.629.508;3773;1535129674,25;11:54:34,25;943,25;0;nonseizure;;;;
6.605.173;3774;1535129674,50;11:54:34,50;943,5;0;nonseizure;;;;
6.594.926;3775;1535129674,75;11:54:34,75;943,75;0;nonseizure;;;;
6.594.926;3776;1535129675,00;11:54:35,00;944;0;nonseizure;;;;
6.596.207;3777;1535129675,25;11:54:35,25;944,25;0;nonseizure;;;;
6.596.207;3778;1535129675,50;11:54:35,50;944,5;0;nonseizure;;;;
6.578.276;3779;1535129675,75;11:54:35,75;944,75;0;nonseizure;;;;
6.562.907;3780;1535129676,00;11:54:36,00;945;0;nonseizure;;;;
6.544.975;3781;1535129676,25;11:54:36,25;945,25;0;nonseizure;;;;
6.532.167;3782;1535129676,50;11:54:36,50;945,5;0;nonseizure;;;;
6.575.715;3783;1535129676,75;11:54:36,75;945,75;0;nonseizure;;;;
6.711.478;3784;1535129677,00;11:54:37,00;946;0;nonseizure;;;;
6.836.996;3785;1535129677,25;11:54:37,25;946,25;0;nonseizure;;;;
6.974.041;3786;1535129677,50;11:54:37,50;946,5;0;nonseizure;;;;
7.113.647;3787;1535129677,75;11:54:37,75;946,75;0;nonseizure;;;;
7.176.405;3788;1535129678,00;11:54:38,00;947;0;nonseizure;;;;
7.175.125;3789;1535129678,25;11:54:38,25;947,25;0;nonseizure;;;;
7.129.016;3790;1535129678,50;11:54:38,50;947,5;0;nonseizure;;;;
7.057.292;3791;1535129678,75;11:54:38,75;947,75;0;nonseizure;;;;
6.999.656;3792;1535129679,00;11:54:39,00;948;0;nonseizure;;;;
6.935.617;3793;1535129679,25;11:54:39,25;948,25;0;nonseizure;;;;
6.870.296;3794;1535129679,50;11:54:39,50;948,5;0;nonseizure;;;;
6.815.222;3795;1535129679,75;11:54:39,75;948,75;0;nonseizure;;;;
6.760.149;3796;1535129680,00;11:54:40,00;949;0;nonseizure;;;;
6.738.375;3797;1535129680,25;11:54:40,25;949,25;0;nonseizure;;;;
6.699.951;3798;1535129680,50;11:54:40,50;949,5;0;nonseizure;;;;
6.669.212;3799;1535129680,75;11:54:40,75;949,75;0;nonseizure;;;;
6.651.281;3800;1535129681,00;11:54:41,00;950;0;nonseizure;;;;
6.644.877;3801;1535129681,25;11:54:41,25;950,25;0;nonseizure;;;;
6.621.823;3802;1535129681,50;11:54:41,50;950,5;0;nonseizure;;;;
6.600.049;3803;1535129681,75;11:54:41,75;950,75;0;nonseizure;;;;
6.584.680;3804;1535129682,00;11:54:42,00;951;0;nonseizure;;;;
6.575.715;3805;1535129682,25;11:54:42,25;951,25;0;nonseizure;;;;
6.547.537;3806;1535129682,50;11:54:42,50;951,5;0;nonseizure;;;;
6.530.887;3807;1535129682,75;11:54:42,75;951,75;0;nonseizure;;;;
6.527.044;3808;1535129683,00;11:54:43,00;952;0;nonseizure;;;;
6.559.064;3809;1535129683,25;11:54:43,25;952,25;0;nonseizure;;;;
6.678.178;3810;1535129683,50;11:54:43,50;952,5;0;nonseizure;;;;
6.816.503;3811;1535129683,75;11:54:43,75;952,75;0;nonseizure;;;;
6.916.405;3812;1535129684,00;11:54:44,00;953;0;nonseizure;;;;
6.963.794;3813;1535129684,25;11:54:44,25;953,25;0;nonseizure;;;;
6.972.760;3814;1535129684,50;11:54:44,50;953,5;0;nonseizure;;;;
6.926.651;3815;1535129684,75;11:54:44,75;953,75;0;nonseizure;;;;
6.867.735;3816;1535129685,00;11:54:45,00;954;0;nonseizure;;;;
6.797.291;3817;1535129685,25;11:54:45,25;954,25;0;nonseizure;;;;
6.744.779;3818;1535129685,50;11:54:45,50;954,5;0;nonseizure;;;;
6.690.986;3819;1535129685,75;11:54:45,75;954,75;0;nonseizure;;;;
6.670.493;3820;1535129686,00;11:54:46,00;955;0;nonseizure;;;;
6.625.665;3821;1535129686,25;11:54:46,25;955,25;0;nonseizure;;;;
6.597.488;3822;1535129686,50;11:54:46,50;955,5;0;nonseizure;;;;
6.578.276;3823;1535129686,75;11:54:46,75;955,75;0;nonseizure;;;;
6.555.222;3824;1535129687,00;11:54:47,00;956;0;nonseizure;;;;
6.538.571;3825;1535129687,25;11:54:47,25;956,25;0;nonseizure;;;;
6.520.640;3826;1535129687,50;11:54:47,50;956,5;0;nonseizure;;;;
6.505.271;3827;1535129687,75;11:54:47,75;956,75;0;nonseizure;;;;
6.489.902;3828;1535129688,00;11:54:48,00;957;0;nonseizure;;;;
6.487.340;3829;1535129688,25;11:54:48,25;957,25;0;nonseizure;;;;
6.464.286;3830;1535129688,50;11:54:48,50;957,5;0;nonseizure;;;;
6.459.162;3831;1535129688,75;11:54:48,75;957,75;0;nonseizure;;;;
6.446.354;3832;1535129689,00;11:54:49,00;958;0;nonseizure;;;;
6.427.143;3833;1535129689,25;11:54:49,25;958,25;0;nonseizure;;;;
6.430.252;3834;1535129689,50;11:54:49,50;958,5;0;nonseizure;;;;
6.405.917;3835;1535129689,75;11:54:49,75;958,75;0;nonseizure;;;;
6.394.390;3836;1535129690,00;11:54:50,00;959;0;nonseizure;;;;
6.375.177;3837;1535129690,25;11:54:50,25;959,25;0;nonseizure;;;;
6.367.493;3838;1535129690,50;11:54:50,50;959,5;0;nonseizure;;;;
6.355.966;3839;1535129690,75;11:54:50,75;959,75;0;nonseizure;;;;
6.353.404;3840;1535129691,00;11:54:51,00;960;0;nonseizure;;;;
6.330.350;3841;1535129691,25;11:54:51,25;960,25;0;nonseizure;;;;
6.345.719;3842;1535129691,50;11:54:51,50;960,5;0;nonseizure;;;;
6.326.508;3843;1535129691,75;11:54:51,75;960,75;0;nonseizure;;;;
6.323.946;3844;1535129692,00;11:54:52,00;961;0;nonseizure;;;;
6.421.286;3845;1535129692,25;11:54:52,25;961,25;0;nonseizure;;;;
6.613.405;3846;1535129692,50;11:54:52,50;961,5;0;nonseizure;;;;
6.817.050;3847;1535129692,75;11:54:52,75;961,75;0;nonseizure;;;;
6.966.903;3848;1535129693,00;11:54:53,00;962;0;nonseizure;;;;
7.098.277;3849;1535129693,25;11:54:53,25;962,25;0;nonseizure;;;;
7.120.051;3850;1535129693,50;11:54:53,50;962,5;0;nonseizure;;;;
7.088.031;3851;1535129693,75;11:54:53,75;962,75;0;nonseizure;;;;
7.004.779;3852;1535129694,00;11:54:54,00;963;0;nonseizure;;;;
6.915.124;3853;1535129694,25;11:54:54,25;963,25;0;nonseizure;;;;
6.831.872;3854;1535129694,50;11:54:54,50;963,5;0;nonseizure;;;;
6.761.429;3855;1535129694,75;11:54:54,75;963,75;0;nonseizure;;;;
6.711.478;3856;1535129695,00;11:54:55,00;964;0;nonseizure;;;;
6.678.178;3857;1535129695,25;11:54:55,25;964,25;0;nonseizure;;;;
6.635.911;3858;1535129695,50;11:54:55,50;964,5;0;nonseizure;;;;
6.616.700;3859;1535129695,75;11:54:55,75;964,75;0;nonseizure;;;;
6.582.119;3860;1535129696,00;11:54:56,00;965;0;nonseizure;;;;
6.589.803;3861;1535129696,25;11:54:56,25;965,25;0;nonseizure;;;;
6.578.276;3862;1535129696,50;11:54:56,50;965,5;0;nonseizure;;;;
6.569.311;3863;1535129696,75;11:54:56,75;965,75;0;nonseizure;;;;
6.561.626;3864;1535129697,00;11:54:57,00;966;0;nonseizure;;;;
6.538.571;3865;1535129697,25;11:54:57,25;966,25;0;nonseizure;;;;
6.518.079;3866;1535129697,50;11:54:57,50;966,5;0;nonseizure;;;;
6.498.867;3867;1535129697,75;11:54:57,75;966,75;0;nonseizure;;;;
6.474.532;3868;1535129698,00;11:54:58,00;967;0;nonseizure;;;;
6.459.162;3869;1535129698,25;11:54:58,25;967,25;0;nonseizure;;;;
6.441.231;3870;1535129698,50;11:54:58,50;967,5;0;nonseizure;;;;
6.432.813;3871;1535129698,75;11:54:58,75;967,75;0;nonseizure;;;;
6.416.163;3872;1535129699,00;11:54:59,00;968;0;nonseizure;;;;
6.404.636;3873;1535129699,25;11:54:59,25;968,25;0;nonseizure;;;;
6.399.513;3874;1535129699,50;11:54:59,50;968,5;0;nonseizure;;;;
6.394.390;3875;1535129699,75;11:54:59,75;968,75;0;nonseizure;;;;
6.379.020;3876;1535129700,00;11:55:00,00;969;0;nonseizure;;;;
6.363.650;3877;1535129700,25;11:55:00,25;969,25;0;nonseizure;;;;
6.350.842;3878;1535129700,50;11:55:00,50;969,5;0;nonseizure;;;;
6.336.754;3879;1535129700,75;11:55:00,75;969,75;0;nonseizure;;;;
6.329.069;3880;1535129701,00;11:55:01,00;970;0;nonseizure;;;;
6.317.542;3881;1535129701,25;11:55:01,25;970,25;0;nonseizure;;;;
6.304.734;3882;1535129701,50;11:55:01,50;970,5;0;nonseizure;;;;
6.293.207;3883;1535129701,75;11:55:01,75;970,75;0;nonseizure;;;;
6.284.241;3884;1535129702,00;11:55:02,00;971;0;nonseizure;;;;
6.273.995;3885;1535129702,25;11:55:02,25;971,25;0;nonseizure;;;;
6.273.995;3886;1535129702,50;11:55:02,50;971,5;0;nonseizure;;;;
6.306.015;3887;1535129702,75;11:55:02,75;971,75;0;nonseizure;;;;
6.464.833;3888;1535129703,00;11:55:03,00;972;0;nonseizure;;;;
6.691.533;3889;1535129703,25;11:55:03,25;972,25;0;nonseizure;;;;
6.916.952;3890;1535129703,50;11:55:03,50;972,5;0;nonseizure;;;;
7.051.435;3891;1535129703,75;11:55:03,75;972,75;0;nonseizure;;;;
7.226.357;3892;1535129704,00;11:55:04,00;973;0;nonseizure;;;;
7.226.357;3893;1535129704,25;11:55:04,25;973,25;0;nonseizure;;;;
7.178.967;3894;1535129704,50;11:55:04,50;973,5;0;nonseizure;;;;
7.098.277;3895;1535129704,75;11:55:04,75;973,75;0;nonseizure;;;;
7.004.779;3896;1535129705,00;11:55:05,00;974;0;nonseizure;;;;
