1.535.128.731;[sample number];[timestamp per row];[timestamp from unix to excel friendly with timezone offset];[second];[binomial];[label];;FECHA Y HORA INICIAL;;
4;;;;;;;;11:38:51;;
6.359.808;3193;1535129529,25;11:52:09,25;798,25;0;nonseizure;;;;
6.340.596;3194;1535129529,50;11:52:09,50;798,5;0;nonseizure;;;;
6.302.173;3195;1535129529,75;11:52:09,75;798,75;0;nonseizure;;;;
6.288.084;3196;1535129530,00;11:52:10,00;799;0;nonseizure;;;;
6.261.187;3197;1535129530,25;11:52:10,25;799,25;0;nonseizure;;;;
6.247.098;3198;1535129530,50;11:52:10,50;799,5;0;nonseizure;;;;
6.234.291;3199;1535129530,75;11:52:10,75;799,75;0;nonseizure;;;;
6.215.079;3200;1535129531,00;11:52:11,00;800;0;nonseizure;;;;
6.192.024;3201;1535129531,25;11:52:11,25;800,25;0;nonseizure;;;;
6.198.429;3202;1535129531,50;11:52:11,50;800,5;0;nonseizure;;;;
6.180.497;3203;1535129531,75;11:52:11,75;800,75;0;nonseizure;;;;
6.162.566;3204;1535129532,00;11:52:12,00;801;0;nonseizure;;;;
6.135.670;3205;1535129532,25;11:52:12,25;801,25;0;nonseizure;;;;
6.121.581;3206;1535129532,50;11:52:12,50;801,5;0;nonseizure;;;;
6.112.616;3207;1535129532,75;11:52:12,75;801,75;0;nonseizure;;;;
6.094.684;3208;1535129533,00;11:52:13,00;802;0;nonseizure;;;;
6.106.212;3209;1535129533,25;11:52:13,25;802,25;0;nonseizure;;;;
6.230.448;3210;1535129533,50;11:52:13,50;802,5;0;nonseizure;;;;
6.403.355;3211;1535129533,75;11:52:13,75;802,75;0;nonseizure;;;;
6.563.454;3212;1535129534,00;11:52:14,00;803;0;nonseizure;;;;
6.656.951;3213;1535129534,25;11:52:14,25;803,25;0;nonseizure;;;;
6.691.533;3214;1535129534,50;11:52:14,50;803,5;0;nonseizure;;;;
6.663.356;3215;1535129534,75;11:52:14,75;803,75;0;nonseizure;;;;
6.589.070;3216;1535129535,00;11:52:15,00;804;0;nonseizure;;;;
6.519.907;3217;1535129535,25;11:52:15,25;804,25;0;nonseizure;;;;
6.431.532;3218;1535129535,50;11:52:15,50;804,5;0;nonseizure;;;;
6.367.493;3219;1535129535,75;11:52:15,75;804,75;0;nonseizure;;;;
6.316.261;3220;1535129536,00;11:52:16,00;805;0;nonseizure;;;;
6.275.276;3221;1535129536,25;11:52:16,25;805,25;0;nonseizure;;;;
6.248.379;3222;1535129536,50;11:52:16,50;805,5;0;nonseizure;;;;
6.226.606;3223;1535129536,75;11:52:16,75;805,75;0;nonseizure;;;;
6.203.552;3224;1535129537,00;11:52:17,00;806;0;nonseizure;;;;
6.183.059;3225;1535129537,25;11:52:17,25;806,25;0;nonseizure;;;;
6.179.216;3226;1535129537,50;11:52:17,50;806,5;0;nonseizure;;;;
6.153.601;3227;1535129537,75;11:52:17,75;806,75;0;nonseizure;;;;
6.151.039;3228;1535129538,00;11:52:18,00;807;0;nonseizure;;;;
6.133.108;3229;1535129538,25;11:52:18,25;807,25;0;nonseizure;;;;
6.120.300;3230;1535129538,50;11:52:18,50;807,5;0;nonseizure;;;;
6.135.670;3231;1535129538,75;11:52:18,75;807,75;0;nonseizure;;;;
6.188.182;3232;1535129539,00;11:52:19,00;808;0;nonseizure;;;;
6.208.675;3233;1535129539,25;11:52:19,25;808,25;0;nonseizure;;;;
6.233.010;3234;1535129539,50;11:52:19,50;808,5;0;nonseizure;;;;
6.224.044;3235;1535129539,75;11:52:19,75;808,75;0;nonseizure;;;;
6.211.236;3236;1535129540,00;11:52:20,00;809;0;nonseizure;;;;
6.175.374;3237;1535129540,25;11:52:20,25;809,25;0;nonseizure;;;;
6.163.847;3238;1535129540,50;11:52:20,50;809,5;0;nonseizure;;;;
6.124.143;3239;1535129540,75;11:52:20,75;809,75;0;nonseizure;;;;
6.102.369;3240;1535129541,00;11:52:21,00;810;0;nonseizure;;;;
6.080.595;3241;1535129541,25;11:52:21,25;810,25;0;nonseizure;;;;
6.063.945;3242;1535129541,50;11:52:21,50;810,5;0;nonseizure;;;;
6.051.137;3243;1535129541,75;11:52:21,75;810,75;0;nonseizure;;;;
6.042.172;3244;1535129542,00;11:52:22,00;811;0;nonseizure;;;;
6.053.699;3245;1535129542,25;11:52:22,25;811,25;0;nonseizure;;;;
6.177.936;3246;1535129542,50;11:52:22,50;811,5;0;nonseizure;;;;
6.405.917;3247;1535129542,75;11:52:22,75;811,75;0;nonseizure;;;;
6.655.671;3248;1535129543,00;11:52:23,00;812;0;nonseizure;;;;
6.837.543;3249;1535129543,25;11:52:23,25;812,25;0;nonseizure;;;;
6.909.267;3250;1535129543,50;11:52:23,50;812,5;0;nonseizure;;;;
6.890.056;3251;1535129543,75;11:52:23,75;812,75;0;nonseizure;;;;
6.828.578;3252;1535129544,00;11:52:24,00;813;0;nonseizure;;;;
6.740.203;3253;1535129544,25;11:52:24,25;813,25;0;nonseizure;;;;
6.647.986;3254;1535129544,50;11:52:24,50;813,5;0;nonseizure;;;;
6.560.892;3255;1535129544,75;11:52:24,75;813,75;0;nonseizure;;;;
6.499.414;3256;1535129545,00;11:52:25,00;814;0;nonseizure;;;;
6.444.340;3257;1535129545,25;11:52:25,25;814,25;0;nonseizure;;;;
6.400.794;3258;1535129545,50;11:52:25,50;814,5;0;nonseizure;;;;
6.373.897;3259;1535129545,75;11:52:25,75;814,75;0;nonseizure;;;;
6.340.596;3260;1535129546,00;11:52:26,00;815;0;nonseizure;;;;
6.314.981;3261;1535129546,25;11:52:26,25;815,25;0;nonseizure;;;;
6.290.646;3262;1535129546,50;11:52:26,50;815,5;0;nonseizure;;;;
6.270.153;3263;1535129546,75;11:52:26,75;815,75;0;nonseizure;;;;
6.254.783;3264;1535129547,00;11:52:27,00;816;0;nonseizure;;;;
6.239.414;3265;1535129547,25;11:52:27,25;816,25;0;nonseizure;;;;
6.236.852;3266;1535129547,50;11:52:27,50;816,5;0;nonseizure;;;;
6.220.202;3267;1535129547,75;11:52:27,75;816,75;0;nonseizure;;;;
6.206.113;3268;1535129548,00;11:52:28,00;817;0;nonseizure;;;;
6.192.024;3269;1535129548,25;11:52:28,25;817,25;0;nonseizure;;;;
6.183.059;3270;1535129548,50;11:52:28,50;817,5;0;nonseizure;;;;
6.163.847;3271;1535129548,75;11:52:28,75;817,75;0;nonseizure;;;;
6.149.758;3272;1535129549,00;11:52:29,00;818;0;nonseizure;;;;
6.135.670;3273;1535129549,25;11:52:29,25;818,25;0;nonseizure;;;;
6.129.266;3274;1535129549,50;11:52:29,50;818,5;0;nonseizure;;;;
6.107.492;3275;1535129549,75;11:52:29,75;818,75;0;nonseizure;;;;
6.104.931;3276;1535129550,00;11:52:30,00;819;0;nonseizure;;;;
6.116.458;3277;1535129550,25;11:52:30,25;819,25;0;nonseizure;;;;
6.280.399;3278;1535129550,50;11:52:30,50;819,5;0;nonseizure;;;;
6.635.178;3279;1535129550,75;11:52:30,75;819,75;0;nonseizure;;;;
7.034.785;3280;1535129551,00;11:52:31,00;820;0;nonseizure;;;;
7.409.510;3281;1535129551,25;11:52:31,25;820,25;0;nonseizure;;;;
7.523.500;3282;1535129551,50;11:52:31,50;820,5;0;nonseizure;;;;
7.610.244;3283;1535129551,75;11:52:31,75;820,75;0;nonseizure;;;;
7.519.308;3284;1535129552,00;11:52:32,00;821;0;nonseizure;;;;
7.383.543;3285;1535129552,25;11:52:32,25;821,25;0;nonseizure;;;;
7.243.937;3286;1535129552,50;11:52:32,50;821,5;0;nonseizure;;;;
7.096.646;3287;1535129552,75;11:52:32,75;821,75;0;nonseizure;;;;
6.968.567;3288;1535129553,00;11:52:33,00;822;0;nonseizure;;;;
6.866.104;3289;1535129553,25;11:52:33,25;822,25;0;nonseizure;;;;
6.783.203;3290;1535129553,50;11:52:33,50;822,5;0;nonseizure;;;;
6.723.005;3291;1535129553,75;11:52:33,75;822,75;0;nonseizure;;;;
6.685.863;3292;1535129554,00;11:52:34,00;823;0;nonseizure;;;;
6.632.069;3293;1535129554,25;11:52:34,25;823,25;0;nonseizure;;;;
6.603.892;3294;1535129554,50;11:52:34,50;823,5;0;nonseizure;;;;
6.556.503;3295;1535129554,75;11:52:34,75;823,75;0;nonseizure;;;;
6.529.606;3296;1535129555,00;11:52:35,00;824;0;nonseizure;;;;
6.498.867;3297;1535129555,25;11:52:35,25;824,25;0;nonseizure;;;;
6.501.429;3298;1535129555,50;11:52:35,50;824,5;0;nonseizure;;;;
6.673.055;3299;1535129555,75;11:52:35,75;824,75;0;nonseizure;;;;
6.963.794;3300;1535129556,00;11:52:36,00;825;0;nonseizure;;;;
7.214.829;3301;1535129556,25;11:52:36,25;825,25;0;nonseizure;;;;
7.326.258;3302;1535129556,50;11:52:36,50;825,5;0;nonseizure;;;;
7.335.224;3303;1535129556,75;11:52:36,75;825,75;0;nonseizure;;;;
7.266.061;3304;1535129557,00;11:52:37,00;826;0;nonseizure;;;;
7.157.194;3305;1535129557,25;11:52:37,25;826,25;0;nonseizure;;;;
7.047.046;3306;1535129557,50;11:52:37,50;826,5;0;nonseizure;;;;
6.908.720;3307;1535129557,75;11:52:37,75;826,75;0;nonseizure;;;;
6.807.538;3308;1535129558,00;11:52:38,00;827;0;nonseizure;;;;
6.714.040;3309;1535129558,25;11:52:38,25;827,25;0;nonseizure;;;;
6.694.828;3310;1535129558,50;11:52:38,50;827,5;0;nonseizure;;;;
6.767.833;3311;1535129558,75;11:52:38,75;827,75;0;nonseizure;;;;
6.853.646;3312;1535129559,00;11:52:39,00;828;0;nonseizure;;;;
6.902.316;3313;1535129559,25;11:52:39,25;828,25;0;nonseizure;;;;
6.906.158;3314;1535129559,50;11:52:39,50;828,5;0;nonseizure;;;;
6.866.454;3315;1535129559,75;11:52:39,75;828,75;0;nonseizure;;;;
6.794.730;3316;1535129560,00;11:52:40,00;829;0;nonseizure;;;;
6.716.601;3317;1535129560,25;11:52:40,25;829,25;0;nonseizure;;;;
6.648.720;3318;1535129560,50;11:52:40,50;829,5;0;nonseizure;;;;
6.596.207;3319;1535129560,75;11:52:40,75;829,75;0;nonseizure;;;;
6.555.222;3320;1535129561,00;11:52:41,00;830;0;nonseizure;;;;
6.509.113;3321;1535129561,25;11:52:41,25;830,25;0;nonseizure;;;;
6.488.621;3322;1535129561,50;11:52:41,50;830,5;0;nonseizure;;;;
6.480.936;3323;1535129561,75;11:52:41,75;830,75;0;nonseizure;;;;
6.482.217;3324;1535129562,00;11:52:42,00;831;0;nonseizure;;;;
6.484.778;3325;1535129562,25;11:52:42,25;831,25;0;nonseizure;;;;
6.466.847;3326;1535129562,50;11:52:42,50;831,5;0;nonseizure;;;;
6.450.197;3327;1535129562,75;11:52:42,75;831,75;0;nonseizure;;;;
6.447.635;3328;1535129563,00;11:52:43,00;832;0;nonseizure;;;;
6.579.557;3329;1535129563,25;11:52:43,25;832,25;0;nonseizure;;;;
6.848.523;3330;1535129563,50;11:52:43,50;832,5;0;nonseizure;;;;
7.136.701;3331;1535129563,75;11:52:43,75;832,75;0;nonseizure;;;;
7.309.608;3332;1535129564,00;11:52:44,00;833;0;nonseizure;;;;
7.349.312;3333;1535129564,25;11:52:44,25;833,25;0;nonseizure;;;;
7.294.238;3334;1535129564,50;11:52:44,50;833,5;0;nonseizure;;;;
7.182.809;3335;1535129564,75;11:52:44,75;833,75;0;nonseizure;;;;
7.064.977;3336;1535129565,00;11:52:45,00;834;0;nonseizure;;;;
6.930.494;3337;1535129565,25;11:52:45,25;834,25;0;nonseizure;;;;
6.813.941;3338;1535129565,50;11:52:45,50;834,5;0;nonseizure;;;;
6.724.286;3339;1535129565,75;11:52:45,75;834,75;0;nonseizure;;;;
6.656.404;3340;1535129566,00;11:52:46,00;835;0;nonseizure;;;;
6.588.522;3341;1535129566,25;11:52:46,25;835,25;0;nonseizure;;;;
6.543.694;3342;1535129566,50;11:52:46,50;835,5;0;nonseizure;;;;
6.514.236;3343;1535129566,75;11:52:46,75;835,75;0;nonseizure;;;;
6.479.655;3344;1535129567,00;11:52:47,00;836;0;nonseizure;;;;
6.452.758;3345;1535129567,25;11:52:47,25;836,25;0;nonseizure;;;;
6.428.423;3346;1535129567,50;11:52:47,50;836,5;0;nonseizure;;;;
6.411.040;3347;1535129567,75;11:52:47,75;836,75;0;nonseizure;;;;
6.380.301;3348;1535129568,00;11:52:48,00;837;0;nonseizure;;;;
6.364.931;3349;1535129568,25;11:52:48,25;837,25;0;nonseizure;;;;
6.341.877;3350;1535129568,50;11:52:48,50;837,5;0;nonseizure;;;;
6.325.227;3351;1535129568,75;11:52:48,75;837,75;0;nonseizure;;;;
6.312.419;3352;1535129569,00;11:52:49,00;838;0;nonseizure;;;;
6.291.926;3353;1535129569,25;11:52:49,25;838,25;0;nonseizure;;;;
6.273.995;3354;1535129569,50;11:52:49,50;838,5;0;nonseizure;;;;
6.263.749;3355;1535129569,75;11:52:49,75;838,75;0;nonseizure;;;;
6.247.098;3356;1535129570,00;11:52:50,00;839;0;nonseizure;;;;
6.245.818;3357;1535129570,25;11:52:50,25;839,25;0;nonseizure;;;;
6.231.729;3358;1535129570,50;11:52:50,50;839,5;0;nonseizure;;;;
6.203.552;3359;1535129570,75;11:52:50,75;839,75;0;nonseizure;;;;
6.186.901;3360;1535129571,00;11:52:51,00;840;0;nonseizure;;;;
6.168.970;3361;1535129571,25;11:52:51,25;840,25;0;nonseizure;;;;
6.185.620;3362;1535129571,50;11:52:51,50;840,5;0;nonseizure;;;;
6.157.443;3363;1535129571,75;11:52:51,75;840,75;0;nonseizure;;;;
6.145.916;3364;1535129572,00;11:52:52,00;841;0;nonseizure;;;;
6.126.704;3365;1535129572,25;11:52:52,25;841,25;0;nonseizure;;;;
6.116.458;3366;1535129572,50;11:52:52,50;841,5;0;nonseizure;;;;
6.111.335;3367;1535129572,75;11:52:52,75;841,75;0;nonseizure;;;;
6.092.123;3368;1535129573,00;11:52:53,00;842;0;nonseizure;;;;
6.086.999;3369;1535129573,25;11:52:53,25;842,25;0;nonseizure;;;;
6.074.192;3370;1535129573,50;11:52:53,50;842,5;0;nonseizure;;;;
6.075.472;3371;1535129573,75;11:52:53,75;842,75;0;nonseizure;;;;
6.057.541;3372;1535129574,00;11:52:54,00;843;0;nonseizure;;;;
6.051.137;3373;1535129574,25;11:52:54,25;843,25;0;nonseizure;;;;
6.031.926;3374;1535129574,50;11:52:54,50;843,5;0;nonseizure;;;;
6.012.714;3375;1535129574,75;11:52:54,75;843,75;0;nonseizure;;;;
6.012.714;3376;1535129575,00;11:52:55,00;844;0;nonseizure;;;;
6.001.186;3377;1535129575,25;11:52:55,25;844,25;0;nonseizure;;;;
5.981.975;3378;1535129575,50;11:52:55,50;844,5;0;nonseizure;;;;
5.979.413;3379;1535129575,75;11:52:55,75;844,75;0;nonseizure;;;;
5.994.782;3380;1535129576,00;11:52:56,00;845;0;nonseizure;;;;
6.001.186;3381;1535129576,25;11:52:56,25;845,25;0;nonseizure;;;;
5.989.659;3382;1535129576,50;11:52:56,50;845,5;0;nonseizure;;;;
5.984.536;3383;1535129576,75;11:52:56,75;845,75;0;nonseizure;;;;
5.975.571;3384;1535129577,00;11:52:57,00;846;0;nonseizure;;;;
5.960.201;3385;1535129577,25;11:52:57,25;846,25;0;nonseizure;;;;
5.946.113;3386;1535129577,50;11:52:57,50;846,5;0;nonseizure;;;;
5.938.428;3387;1535129577,75;11:52:57,75;846,75;0;nonseizure;;;;
5.935.157;3388;1535129578,00;11:52:58,00;847;0;nonseizure;;;;
5.924.911;3389;1535129578,25;11:52:58,25;847,25;0;nonseizure;;;;
5.923.630;3390;1535129578,50;11:52:58,50;847,5;0;nonseizure;;;;
5.928.753;3391;1535129578,75;11:52:58,75;847,75;0;nonseizure;;;;
5.935.157;3392;1535129579,00;11:52:59,00;848;0;nonseizure;;;;
5.924.911;3393;1535129579,25;11:52:59,25;848,25;0;nonseizure;;;;
5.923.630;3394;1535129579,50;11:52:59,50;848,5;0;nonseizure;;;;
5.918.507;3395;1535129579,75;11:52:59,75;848,75;0;nonseizure;;;;
5.908.260;3396;1535129580,00;11:53:00,00;849;0;nonseizure;;;;
5.890.329;3397;1535129580,25;11:53:00,25;849,25;0;nonseizure;;;;
5.909.541;3398;1535129580,50;11:53:00,50;849,5;0;nonseizure;;;;
5.969.738;3399;1535129580,75;11:53:00,75;849,75;0;nonseizure;;;;
6.051.709;3400;1535129581,00;11:53:01,00;850;0;nonseizure;;;;
6.123.433;3401;1535129581,25;11:53:01,25;850,25;0;nonseizure;;;;
6.169.541;3402;1535129581,50;11:53:01,50;850,5;0;nonseizure;;;;
6.187.473;3403;1535129581,75;11:53:01,75;850,75;0;nonseizure;;;;
6.163.137;3404;1535129582,00;11:53:02,00;851;0;nonseizure;;;;
6.131.118;3405;1535129582,25;11:53:02,25;851,25;0;nonseizure;;;;
6.099.098;3406;1535129582,50;11:53:02,50;851,5;0;nonseizure;;;;
6.079.886;3407;1535129582,75;11:53:02,75;851,75;0;nonseizure;;;;
6.114.468;3408;1535129583,00;11:53:03,00;852;0;nonseizure;;;;
6.164.418;3409;1535129583,25;11:53:03,25;852,25;0;nonseizure;;;;
6.214.369;3410;1535129583,50;11:53:03,50;852,5;0;nonseizure;;;;
6.236.143;3411;1535129583,75;11:53:03,75;852,75;0;nonseizure;;;;
6.236.143;3412;1535129584,00;11:53:04,00;853;0;nonseizure;;;;
6.223.335;3413;1535129584,25;11:53:04,25;853,25;0;nonseizure;;;;
6.195.158;3414;1535129584,50;11:53:04,50;853,5;0;nonseizure;;;;
6.146.487;3415;1535129584,75;11:53:04,75;853,75;0;nonseizure;;;;
6.115.748;3416;1535129585,00;11:53:05,00;854;0;nonseizure;;;;
6.093.975;3417;1535129585,25;11:53:05,25;854,25;0;nonseizure;;;;
6.076.044;3418;1535129585,50;11:53:05,50;854,5;0;nonseizure;;;;
6.063.236;3419;1535129585,75;11:53:05,75;854,75;0;nonseizure;;;;
6.041.462;3420;1535129586,00;11:53:06,00;855;0;nonseizure;;;;
6.029.935;3421;1535129586,25;11:53:06,25;855,25;0;nonseizure;;;;
6.024.812;3422;1535129586,50;11:53:06,50;855,5;0;nonseizure;;;;
6.081.167;3423;1535129586,75;11:53:06,75;855,75;0;nonseizure;;;;
6.211.808;3424;1535129587,00;11:53:07,00;856;0;nonseizure;;;;
6.338.606;3425;1535129587,25;11:53:07,25;856,25;0;nonseizure;;;;
6.442.350;3426;1535129587,50;11:53:07,50;856,5;0;nonseizure;;;;
6.541.680;3427;1535129587,75;11:53:07,75;856,75;0;nonseizure;;;;
6.554.488;3428;1535129588,00;11:53:08,00;857;0;nonseizure;;;;
6.513.503;3429;1535129588,25;11:53:08,25;857,25;0;nonseizure;;;;
6.476.360;3430;1535129588,50;11:53:08,50;857,5;0;nonseizure;;;;
6.412.321;3431;1535129588,75;11:53:08,75;857,75;0;nonseizure;;;;
6.358.527;3432;1535129589,00;11:53:09,00;858;0;nonseizure;;;;
6.306.015;3433;1535129589,25;11:53:09,25;858,25;0;nonseizure;;;;
6.272.714;3434;1535129589,50;11:53:09,50;858,5;0;nonseizure;;;;
6.244.537;3435;1535129589,75;11:53:09,75;858,75;0;nonseizure;;;;
6.218.921;3436;1535129590,00;11:53:10,00;859;0;nonseizure;;;;
6.189.463;3437;1535129590,25;11:53:10,25;859,25;0;nonseizure;;;;
6.177.936;3438;1535129590,50;11:53:10,50;859,5;0;nonseizure;;;;
6.158.724;3439;1535129590,75;11:53:10,75;859,75;0;nonseizure;;;;
6.156.162;3440;1535129591,00;11:53:11,00;860;0;nonseizure;;;;
6.151.039;3441;1535129591,25;11:53:11,25;860,25;0;nonseizure;;;;
6.174.093;3442;1535129591,50;11:53:11,50;860,5;0;nonseizure;;;;
6.161.285;3443;1535129591,75;11:53:11,75;860,75;0;nonseizure;;;;
6.151.039;3444;1535129592,00;11:53:12,00;861;0;nonseizure;;;;
6.177.936;3445;1535129592,25;11:53:12,25;861,25;0;nonseizure;;;;
6.334.192;3446;1535129592,50;11:53:12,50;861,5;0;nonseizure;;;;
6.586.508;3447;1535129592,75;11:53:12,75;861,75;0;nonseizure;;;;
6.845.228;3448;1535129593,00;11:53:13,00;862;0;nonseizure;;;;
6.987.396;3449;1535129593,25;11:53:13,25;862,25;0;nonseizure;;;;
7.130.297;3450;1535129593,50;11:53:13,50;862,5;0;nonseizure;;;;
7.114.928;3451;1535129593,75;11:53:13,75;862,75;0;nonseizure;;;;
7.050.888;3452;1535129594,00;11:53:14,00;863;0;nonseizure;;;;
6.968.917;3453;1535129594,25;11:53:14,25;863,25;0;nonseizure;;;;
6.926.651;3454;1535129594,50;11:53:14,50;863,5;0;nonseizure;;;;
6.918.966;3455;1535129594,75;11:53:14,75;863,75;0;nonseizure;;;;
6.942.021;3456;1535129595,00;11:53:15,00;864;0;nonseizure;;;;
6.943.302;3457;1535129595,25;11:53:15,25;864,25;0;nonseizure;;;;
6.918.966;3458;1535129595,50;11:53:15,50;864,5;0;nonseizure;;;;
6.874.139;3459;1535129595,75;11:53:15,75;864,75;0;nonseizure;;;;
6.819.065;3460;1535129596,00;11:53:16,00;865;0;nonseizure;;;;
6.755.025;3461;1535129596,25;11:53:16,25;865,25;0;nonseizure;;;;
6.694.828;3462;1535129596,50;11:53:16,50;865,5;0;nonseizure;;;;
6.661.528;3463;1535129596,75;11:53:16,75;865,75;0;nonseizure;;;;
6.720.444;3464;1535129597,00;11:53:17,00;866;0;nonseizure;;;;
6.843.400;3465;1535129597,25;11:53:17,25;866,25;0;nonseizure;;;;
6.963.794;3466;1535129597,50;11:53:17,50;866,5;0;nonseizure;;;;
7.031.676;3467;1535129597,75;11:53:17,75;866,75;0;nonseizure;;;;
7.035.519;3468;1535129598,00;11:53:18,00;867;0;nonseizure;;;;
6.997.095;3469;1535129598,25;11:53:18,25;867,25;0;nonseizure;;;;
6.934.336;3470;1535129598,50;11:53:18,50;867,5;0;nonseizure;;;;
6.861.331;3471;1535129598,75;11:53:18,75;867,75;0;nonseizure;;;;
6.849.804;3472;1535129599,00;11:53:19,00;868;0;nonseizure;;;;
6.906.158;3473;1535129599,25;11:53:19,25;868,25;0;nonseizure;;;;
6.958.671;3474;1535129599,50;11:53:19,50;868,5;0;nonseizure;;;;
6.986.848;3475;1535129599,75;11:53:19,75;868,75;0;nonseizure;;;;
6.974.041;3476;1535129600,00;11:53:20,00;869;0;nonseizure;;;;
6.921.528;3477;1535129600,25;11:53:20,25;869,25;0;nonseizure;;;;
6.876.700;3478;1535129600,50;11:53:20,50;869,5;0;nonseizure;;;;
6.834.435;3479;1535129600,75;11:53:20,75;869,75;0;nonseizure;;;;
6.770.395;3480;1535129601,00;11:53:21,00;870;0;nonseizure;;;;
6.728.128;3481;1535129601,25;11:53:21,25;870,25;0;nonseizure;;;;
6.678.178;3482;1535129601,50;11:53:21,50;870,5;0;nonseizure;;;;
6.647.439;3483;1535129601,75;11:53:21,75;870,75;0;nonseizure;;;;
6.623.104;3484;1535129602,00;11:53:22,00;871;0;nonseizure;;;;
6.602.611;3485;1535129602,25;11:53:22,25;871,25;0;nonseizure;;;;
6.568.030;3486;1535129602,50;11:53:22,50;871,5;0;nonseizure;;;;
6.536.010;3487;1535129602,75;11:53:22,75;871,75;0;nonseizure;;;;
6.511.675;3488;1535129603,00;11:53:23,00;872;0;nonseizure;;;;
6.498.867;3489;1535129603,25;11:53:23,25;872,25;0;nonseizure;;;;
6.479.655;3490;1535129603,50;11:53:23,50;872,5;0;nonseizure;;;;
6.466.847;3491;1535129603,75;11:53:23,75;872,75;0;nonseizure;;;;
6.442.512;3492;1535129604,00;11:53:24,00;873;0;nonseizure;;;;
6.428.423;3493;1535129604,25;11:53:24,25;873,25;0;nonseizure;;;;
6.417.444;3494;1535129604,50;11:53:24,50;873,5;0;nonseizure;;;;
6.398.232;3495;1535129604,75;11:53:24,75;873,75;0;nonseizure;;;;
6.385.424;3496;1535129605,00;11:53:25,00;874;0;nonseizure;;;;
6.364.931;3497;1535129605,25;11:53:25,25;874,25;0;nonseizure;;;;
6.353.404;3498;1535129605,50;11:53:25,50;874,5;0;nonseizure;;;;
6.339.315;3499;1535129605,75;11:53:25,75;874,75;0;nonseizure;;;;
6.322.665;3500;1535129606,00;11:53:26,00;875;0;nonseizure;;;;
6.307.296;3501;1535129606,25;11:53:26,25;875,25;0;nonseizure;;;;
6.298.330;3502;1535129606,50;11:53:26,50;875,5;0;nonseizure;;;;
6.330.350;3503;1535129606,75;11:53:26,75;875,75;0;nonseizure;;;;
6.460.990;3504;1535129607,00;11:53:27,00;876;0;nonseizure;;;;
6.685.129;3505;1535129607,25;11:53:27,25;876,25;0;nonseizure;;;;
6.947.691;3506;1535129607,50;11:53:27,50;876,5;0;nonseizure;;;;
7.216.110;3507;1535129607,75;11:53:27,75;876,75;0;nonseizure;;;;
7.339.066;3508;1535129608,00;11:53:28,00;877;0;nonseizure;;;;
7.349.312;3509;1535129608,25;11:53:28,25;877,25;0;nonseizure;;;;
7.280.149;3510;1535129608,50;11:53:28,50;877,5;0;nonseizure;;;;
7.182.809;3511;1535129608,75;11:53:28,75;877,75;0;nonseizure;;;;
7.081.627;3512;1535129609,00;11:53:29,00;878;0;nonseizure;;;;
6.994.533;3513;1535129609,25;11:53:29,25;878,25;0;nonseizure;;;;
6.892.070;3514;1535129609,50;11:53:29,50;878,5;0;nonseizure;;;;
6.815.222;3515;1535129609,75;11:53:29,75;878,75;0;nonseizure;;;;
6.758.868;3516;1535129610,00;11:53:30,00;879;0;nonseizure;;;;
6.710.197;3517;1535129610,25;11:53:30,25;879,25;0;nonseizure;;;;
6.665.370;3518;1535129610,50;11:53:30,50;879,5;0;nonseizure;;;;
6.644.877;3519;1535129610,75;11:53:30,75;879,75;0;nonseizure;;;;
6.614.138;3520;1535129611,00;11:53:31,00;880;0;nonseizure;;;;
6.655.124;3521;1535129611,25;11:53:31,25;880,25;0;nonseizure;;;;
6.708.917;3522;1535129611,50;11:53:31,50;880,5;0;nonseizure;;;;
6.730.690;3523;1535129611,75;11:53:31,75;880,75;0;nonseizure;;;;
6.735.813;3524;1535129612,00;11:53:32,00;881;0;nonseizure;;;;
6.697.390;3525;1535129612,25;11:53:32,25;881,25;0;nonseizure;;;;
6.665.370;3526;1535129612,50;11:53:32,50;881,5;0;nonseizure;;;;
6.623.104;3527;1535129612,75;11:53:32,75;881,75;0;nonseizure;;;;
6.589.803;3528;1535129613,00;11:53:33,00;882;0;nonseizure;;;;
6.553.941;3529;1535129613,25;11:53:33,25;882,25;0;nonseizure;;;;
6.529.606;3530;1535129613,50;11:53:33,50;882,5;0;nonseizure;;;;
6.505.271;3531;1535129613,75;11:53:33,75;882,75;0;nonseizure;;;;
6.492.463;3532;1535129614,00;11:53:34,00;883;0;nonseizure;;;;
6.491.182;3533;1535129614,25;11:53:34,25;883,25;0;nonseizure;;;;
6.493.744;3534;1535129614,50;11:53:34,50;883,5;0;nonseizure;;;;
6.507.833;3535;1535129614,75;11:53:34,75;883,75;0;nonseizure;;;;
6.516.798;3536;1535129615,00;11:53:35,00;884;0;nonseizure;;;;
6.516.798;3537;1535129615,25;11:53:35,25;884,25;0;nonseizure;;;;
6.505.271;3538;1535129615,50;11:53:35,50;884,5;0;nonseizure;;;;
6.483.498;3539;1535129615,75;11:53:35,75;884,75;0;nonseizure;;;;
6.468.128;3540;1535129616,00;11:53:36,00;885;0;nonseizure;;;;
6.439.950;3541;1535129616,25;11:53:36,25;885,25;0;nonseizure;;;;
6.425.128;3542;1535129616,50;11:53:36,50;885,5;0;nonseizure;;;;
6.405.917;3543;1535129616,75;11:53:36,75;885,75;0;nonseizure;;;;
6.389.266;3544;1535129617,00;11:53:37,00;886;0;nonseizure;;;;
